Year,Sex,Age Group,Population Category/Ethnic,Population ('000)
2014,Male,55-59,Non-Malaysian citizens,29.5
2014,Male,60-64,Non-Malaysian citizens,17.9
2014,Male,65-69,Non-Malaysian citizens,10.6
2014,Male,70-74,Non-Malaysian citizens,6.2
2014,Male,75-79,Non-Malaysian citizens,4.1
2014,Male,80+,Non-Malaysian citizens,7
2014,Male,Total,Non-Malaysian citizens,1843.6
2014,Female,00-04,Non-Malaysian citizens,62.7
2014,Female,05-09,Non-Malaysian citizens,29.1
2014,Female,10-14,Non-Malaysian citizens,25.5
2014,Female,15-19,Non-Malaysian citizens,103.5
2014,Female,20-24,Non-Malaysian citizens,222.6
2014,Female,25-29,Non-Malaysian citizens,226.5
2014,Female,30-34,Non-Malaysian citizens,151.5
2014,Female,35-39,Non-Malaysian citizens,121.7
2014,Female,40-44,Non-Malaysian citizens,86.2
2014,Female,45-49,Non-Malaysian citizens,51.5
2014,Female,50-54,Non-Malaysian citizens,33.1
2014,Female,55-59,Non-Malaysian citizens,20
2014,Female,60-64,Non-Malaysian citizens,13
2014,Female,65-69,Non-Malaysian citizens,8.6
2014,Female,70-74,Non-Malaysian citizens,4.3
2014,Female,75-79,Non-Malaysian citizens,3.5
2014,Female,80+,Non-Malaysian citizens,5.5
2014,Female,Total,Non-Malaysian citizens,1168.7
2015,Total,00-04,Non-Malaysian citizens,147
2015,Total,05-09,Non-Malaysian citizens,64.3
2015,Total,10-14,Non-Malaysian citizens,55.7
2015,Total,15-19,Non-Malaysian citizens,251.8
2015,Total,20-24,Non-Malaysian citizens,588.3
2015,Total,25-29,Non-Malaysian citizens,666.6
2015,Total,30-34,Non-Malaysian citizens,451.1
2015,Total,35-39,Non-Malaysian citizens,329.4
2015,Total,40-44,Non-Malaysian citizens,216.4
2015,Total,45-49,Non-Malaysian citizens,133.6
2015,Total,50-54,Non-Malaysian citizens,86.4
2015,Total,55-59,Non-Malaysian citizens,52
2015,Total,60-64,Non-Malaysian citizens,32.3
2015,Total,65-69,Non-Malaysian citizens,20.1
2015,Total,70-74,Non-Malaysian citizens,10.8
2015,Total,75-79,Non-Malaysian citizens,7.6
2015,Total,80+,Non-Malaysian citizens,12.7
2015,Total,Total,Non-Malaysian citizens,3126.1
2015,Male,00-04,Non-Malaysian citizens,75.9
2015,Male,05-09,Non-Malaysian citizens,33.6
2015,Male,10-14,Non-Malaysian citizens,29.4
2015,Male,15-19,Non-Malaysian citizens,144.5
2015,Male,20-24,Non-Malaysian citizens,356.8
2015,Male,25-29,Non-Malaysian citizens,433.4
2015,Male,30-34,Non-Malaysian citizens,295.4
2015,Male,35-39,Non-Malaysian citizens,203.9
2015,Male,40-44,Non-Malaysian citizens,127.9
2015,Male,45-49,Non-Malaysian citizens,80.4
2015,Male,50-54,Non-Malaysian citizens,51.7
2015,Male,55-59,Non-Malaysian citizens,30.9
2015,Male,60-64,Non-Malaysian citizens,18.7
2015,Male,65-69,Non-Malaysian citizens,11
2015,Male,70-74,Non-Malaysian citizens,6.4
2015,Male,75-79,Non-Malaysian citizens,4.1
2015,Male,80+,Non-Malaysian citizens,7.2
2015,Male,Total,Non-Malaysian citizens,1911.3
2015,Female,00-04,Non-Malaysian citizens,71.1
2015,Female,05-09,Non-Malaysian citizens,30.7
2015,Female,10-14,Non-Malaysian citizens,26.3
2015,Female,15-19,Non-Malaysian citizens,107.3
2015,Female,20-24,Non-Malaysian citizens,231.4
2015,Female,25-29,Non-Malaysian citizens,233.3
2015,Female,30-34,Non-Malaysian citizens,155.7
2015,Female,35-39,Non-Malaysian citizens,125.5
2015,Female,40-44,Non-Malaysian citizens,88.6
2015,Female,45-49,Non-Malaysian citizens,53.2
2015,Female,50-54,Non-Malaysian citizens,34.7
2015,Female,55-59,Non-Malaysian citizens,21
2015,Female,60-64,Non-Malaysian citizens,13.6
2015,Female,65-69,Non-Malaysian citizens,9
2015,Female,70-74,Non-Malaysian citizens,4.4
2015,Female,75-79,Non-Malaysian citizens,3.4
2015,Female,80+,Non-Malaysian citizens,5.5
2015,Female,Total,Non-Malaysian citizens,1214.9
2016,Total,00-04,Non-Malaysian citizens,149.5
2016,Total,05-09,Non-Malaysian citizens,80.2
2016,Total,10-14,Non-Malaysian citizens,57.1
2016,Total,15-19,Non-Malaysian citizens,258.6
2016,Total,20-24,Non-Malaysian citizens,609.1
2016,Total,25-29,Non-Malaysian citizens,685.8
2016,Total,30-34,Non-Malaysian citizens,463.3
2016,Total,35-39,Non-Malaysian citizens,336.6
2016,Total,40-44,Non-Malaysian citizens,222.8
2016,Total,45-49,Non-Malaysian citizens,137
2016,Total,50-54,Non-Malaysian citizens,89.3
2016,Total,55-59,Non-Malaysian citizens,54.3
2016,Total,60-64,Non-Malaysian citizens,33.9
2016,Total,65-69,Non-Malaysian citizens,20.9
2016,Total,70-74,Non-Malaysian citizens,11.2
2016,Total,75-79,Non-Malaysian citizens,7.4
2016,Total,80+,Non-Malaysian citizens,13
2016,Total,Total,Non-Malaysian citizens,3230
2016,Male,00-04,Non-Malaysian citizens,77.3
2016,Male,05-09,Non-Malaysian citizens,41.7
2016,Male,10-14,Non-Malaysian citizens,30.1
2016,Male,15-19,Non-Malaysian citizens,148.5
2016,Male,20-24,Non-Malaysian citizens,367.4
2016,Male,25-29,Non-Malaysian citizens,446.8
2016,Male,30-34,Non-Malaysian citizens,303.6
2016,Male,35-39,Non-Malaysian citizens,210
2016,Male,40-44,Non-Malaysian citizens,131.9
2016,Male,45-49,Non-Malaysian citizens,82.2
2016,Male,50-54,Non-Malaysian citizens,53.2
2016,Male,55-59,Non-Malaysian citizens,32.1
2016,Male,60-64,Non-Malaysian citizens,19.7
2016,Male,65-69,Non-Malaysian citizens,11.5
2016,Male,70-74,Non-Malaysian citizens,6.6
2016,Male,75-79,Non-Malaysian citizens,4.1
2016,Male,80+,Non-Malaysian citizens,7.5
2016,Male,Total,Non-Malaysian citizens,1974.4
2016,Female,00-04,Non-Malaysian citizens,72.1
2016,Female,05-09,Non-Malaysian citizens,38.5
2016,Female,10-14,Non-Malaysian citizens,27
2016,Female,15-19,Non-Malaysian citizens,110
2016,Female,20-24,Non-Malaysian citizens,241.8
2016,Female,25-29,Non-Malaysian citizens,239.1
2016,Female,30-34,Non-Malaysian citizens,159.6
2016,Female,35-39,Non-Malaysian citizens,126.5
2016,Female,40-44,Non-Malaysian citizens,90.9
2016,Female,45-49,Non-Malaysian citizens,54.8
2016,Female,50-54,Non-Malaysian citizens,36.1
2016,Female,55-59,Non-Malaysian citizens,22.2
2016,Female,60-64,Non-Malaysian citizens,14.2
2016,Female,65-69,Non-Malaysian citizens,9.4
2016,Female,70-74,Non-Malaysian citizens,4.6
2016,Female,75-79,Non-Malaysian citizens,3.3
2016,Female,80+,Non-Malaysian citizens,5.5
2016,Female,Total,Non-Malaysian citizens,1255.7
2017,Total,00-04,Non-Malaysian citizens,145.6
2017,Total,05-09,Non-Malaysian citizens,95.6
2017,Total,10-14,Non-Malaysian citizens,58.1
2017,Total,15-19,Non-Malaysian citizens,261.9
2017,Total,20-24,Non-Malaysian citizens,617.3
2017,Total,25-29,Non-Malaysian citizens,696.8
2017,Total,30-34,Non-Malaysian citizens,468.8
2017,Total,35-39,Non-Malaysian citizens,341.9
2017,Total,40-44,Non-Malaysian citizens,226.2
2017,Total,45-49,Non-Malaysian citizens,138.9
2017,Total,50-54,Non-Malaysian citizens,91
2017,Total,55-59,Non-Malaysian citizens,56.1
2017,Total,60-64,Non-Malaysian citizens,35.6
2017,Total,65-69,Non-Malaysian citizens,21.5
2017,Total,70-74,Non-Malaysian citizens,11.8
2017,Total,75-79,Non-Malaysian citizens,7.1
2017,Total,80+,Non-Malaysian citizens,13.2
2017,Total,Total,Non-Malaysian citizens,3287.5
2017,Male,00-04,Non-Malaysian citizens,75.4
2017,Male,05-09,Non-Malaysian citizens,49.7
2017,Male,10-14,Non-Malaysian citizens,30.4
2017,Male,15-19,Non-Malaysian citizens,150.8
2017,Male,20-24,Non-Malaysian citizens,372.5
2017,Male,25-29,Non-Malaysian citizens,454.3
2017,Male,30-34,Non-Malaysian citizens,307.4
2017,Male,35-39,Non-Malaysian citizens,213.5
2017,Male,40-44,Non-Malaysian citizens,134.5
2017,Male,45-49,Non-Malaysian citizens,82.9
2017,Male,50-54,Non-Malaysian citizens,54
2017,Male,55-59,Non-Malaysian citizens,32.8
2017,Male,60-64,Non-Malaysian citizens,20.7
2017,Male,65-69,Non-Malaysian citizens,11.8
2017,Male,70-74,Non-Malaysian citizens,6.9
2017,Male,75-79,Non-Malaysian citizens,4
2017,Male,80+,Non-Malaysian citizens,7.6
2017,Male,Total,Non-Malaysian citizens,2009.3
2017,Female,00-04,Non-Malaysian citizens,70.2
2017,Female,05-09,Non-Malaysian citizens,45.9
2017,Female,10-14,Non-Malaysian citizens,27.6
2017,Female,15-19,Non-Malaysian citizens,111.1
2017,Female,20-24,Non-Malaysian citizens,244.8
2017,Female,25-29,Non-Malaysian citizens,242.5
2017,Female,30-34,Non-Malaysian citizens,161.4
2017,Female,35-39,Non-Malaysian citizens,128.5
2017,Female,40-44,Non-Malaysian citizens,91.7
2017,Female,45-49,Non-Malaysian citizens,56
2017,Female,50-54,Non-Malaysian citizens,37
2017,Female,55-59,Non-Malaysian citizens,23.3
2017,Female,60-64,Non-Malaysian citizens,14.9
2017,Female,65-69,Non-Malaysian citizens,9.7
2017,Female,70-74,Non-Malaysian citizens,4.9
2017,Female,75-79,Non-Malaysian citizens,3.1
2017,Female,80+,Non-Malaysian citizens,5.6
2017,Female,Total,Non-Malaysian citizens,1278.3
2018,Total,00-04,Non-Malaysian citizens,138.3
2018,Total,05-09,Non-Malaysian citizens,112.9
2018,Total,10-14,Non-Malaysian citizens,58.6
2018,Total,15-19,Non-Malaysian citizens,263.8
2018,Total,20-24,Non-Malaysian citizens,620.5
2018,Total,25-29,Non-Malaysian citizens,703.6
2018,Total,30-34,Non-Malaysian citizens,470.2
2018,Total,35-39,Non-Malaysian citizens,345.3
2018,Total,40-44,Non-Malaysian citizens,227.6
2018,Total,45-49,Non-Malaysian citizens,140
2018,Total,50-54,Non-Malaysian citizens,92.3
2018,Total,55-59,Non-Malaysian citizens,57.6
2018,Total,60-64,Non-Malaysian citizens,37.3
2018,Total,65-69,Non-Malaysian citizens,22.1
2018,Total,70-74,Non-Malaysian citizens,12.4
2018,Total,75-79,Non-Malaysian citizens,6.9
2018,Total,80+,Non-Malaysian citizens,13.5
2018,Total,Total,Non-Malaysian citizens,3322.7
2018,Male,00-04,Non-Malaysian citizens,71.7
2018,Male,05-09,Non-Malaysian citizens,58.9
2018,Male,10-14,Non-Malaysian citizens,30.6
2018,Male,15-19,Non-Malaysian citizens,152
2018,Male,20-24,Non-Malaysian citizens,374.8
2018,Male,25-29,Non-Malaysian citizens,458.5
2018,Male,30-34,Non-Malaysian citizens,308.6
2018,Male,35-39,Non-Malaysian citizens,215.4
2018,Male,40-44,Non-Malaysian citizens,136
2018,Male,45-49,Non-Malaysian citizens,83.2
2018,Male,50-54,Non-Malaysian citizens,54.5
2018,Male,55-59,Non-Malaysian citizens,33.3
2018,Male,60-64,Non-Malaysian citizens,21.7
2018,Male,65-69,Non-Malaysian citizens,12.1
2018,Male,70-74,Non-Malaysian citizens,7.1
2018,Male,75-79,Non-Malaysian citizens,4
2018,Male,80+,Non-Malaysian citizens,7.7
2018,Male,Total,Non-Malaysian citizens,2030
2018,Female,00-04,Non-Malaysian citizens,66.6
2018,Female,05-09,Non-Malaysian citizens,54
2018,Female,10-14,Non-Malaysian citizens,28
2018,Female,15-19,Non-Malaysian citizens,111.8
2018,Female,20-24,Non-Malaysian citizens,245.7
2018,Female,25-29,Non-Malaysian citizens,245
2018,Female,30-34,Non-Malaysian citizens,161.6
2018,Female,35-39,Non-Malaysian citizens,129.9
2018,Female,40-44,Non-Malaysian citizens,91.6
2018,Female,45-49,Non-Malaysian citizens,56.8
2018,Female,50-54,Non-Malaysian citizens,37.8
2018,Female,55-59,Non-Malaysian citizens,24.3
2018,Female,60-64,Non-Malaysian citizens,15.6
2018,Female,65-69,Non-Malaysian citizens,10
2018,Female,70-74,Non-Malaysian citizens,5.3
2018,Female,75-79,Non-Malaysian citizens,3
2018,Female,80+,Non-Malaysian citizens,5.7
2018,Female,Total,Non-Malaysian citizens,1292.7
2000,Total,00-04,Others,46.5
2000,Total,05-09,Others,40.5
2000,Total,10-14,Others,34.2
2000,Total,15-19,Others,28.4
2000,Total,20-24,Others,21.3
2000,Total,25-29,Others,17.7
2000,Total,30-34,Others,18.1
2000,Total,35-39,Others,16.4
2000,Total,40-44,Others,14.6
2000,Total,45-49,Others,11.9
2000,Total,50-54,Others,7.6
2000,Total,55-59,Others,5.2
2000,Total,60-64,Others,4.1
2000,Total,65-69,Others,3
2000,Total,70-74,Others,2.4
2000,Total,75-79,Others,1.4
2000,Total,80+,Others,1.5
2000,Total,Total,Others,274.7
2000,Male,00-04,Others,24
2000,Male,05-09,Others,20.7
2000,Male,10-14,Others,17.2
2000,Male,15-19,Others,14
2000,Male,20-24,Others,9.9
2000,Male,25-29,Others,7.9
2000,Male,30-34,Others,8.3
2000,Male,35-39,Others,7.8
2000,Male,40-44,Others,7.9
2000,Male,45-49,Others,6.8
2000,Male,50-54,Others,4
2000,Male,55-59,Others,2.7
2000,Male,60-64,Others,2.3
2000,Male,65-69,Others,1.7
2000,Male,70-74,Others,1.2
2000,Male,75-79,Others,0.7
2000,Male,80+,Others,0.8
2000,Male,Total,Others,137.9
2000,Female,00-04,Others,22.5
2000,Female,05-09,Others,19.8
2000,Female,10-14,Others,17
2000,Female,15-19,Others,14.4
2000,Female,20-24,Others,11.4
2000,Female,25-29,Others,9.8
2000,Female,30-34,Others,9.8
2000,Female,35-39,Others,8.6
2000,Female,40-44,Others,6.7
2000,Female,45-49,Others,5.1
2000,Female,50-54,Others,3.5
2000,Female,55-59,Others,2.5
2000,Female,60-64,Others,1.9
2000,Female,65-69,Others,1.3
2000,Female,70-74,Others,1.1
2000,Female,75-79,Others,0.6
2000,Female,80+,Others,0.7
2000,Female,Total,Others,136.8
2001,Total,00-04,Others,45.1
2001,Total,05-09,Others,40.7
2001,Total,10-14,Others,34.9
2001,Total,15-19,Others,29.3
2001,Total,20-24,Others,21.9
2001,Total,25-29,Others,17.5
2001,Total,30-34,Others,17.5
2001,Total,35-39,Others,16.3
2001,Total,40-44,Others,14.5
2001,Total,45-49,Others,12.2
2001,Total,50-54,Others,8
2001,Total,55-59,Others,5.4
2001,Total,60-64,Others,4.2
2001,Total,65-69,Others,3
2001,Total,70-74,Others,2.4
2001,Total,75-79,Others,1.5
2001,Total,80+,Others,1.6
2001,Total,Total,Others,276
2001,Male,00-04,Others,23.3
2001,Male,05-09,Others,20.9
2001,Male,10-14,Others,17.6
2001,Male,15-19,Others,14.6
2001,Male,20-24,Others,10.3
2001,Male,25-29,Others,7.9
2001,Male,30-34,Others,8
2001,Male,35-39,Others,7.7
2001,Male,40-44,Others,7.7
2001,Male,45-49,Others,7
2001,Male,50-54,Others,4.3
2001,Male,55-59,Others,2.8
2001,Male,60-64,Others,2.3
2001,Male,65-69,Others,1.7
2001,Male,70-74,Others,1.2
2001,Male,75-79,Others,0.8
2001,Male,80+,Others,0.8
2001,Male,Total,Others,138.9
2001,Female,00-04,Others,21.8
2001,Female,05-09,Others,19.8
2001,Female,10-14,Others,17.3
2001,Female,15-19,Others,14.7
2001,Female,20-24,Others,11.6
2001,Female,25-29,Others,9.7
2001,Female,30-34,Others,9.5
2001,Female,35-39,Others,8.6
2001,Female,40-44,Others,6.8
2001,Female,45-49,Others,5.2
2001,Female,50-54,Others,3.7
2001,Female,55-59,Others,2.6
2001,Female,60-64,Others,1.9
2001,Female,65-69,Others,1.3
2001,Female,70-74,Others,1.1
2001,Female,75-79,Others,0.7
2001,Female,80+,Others,0.8
2001,Female,Total,Others,137.1
2002,Total,00-04,Others,43.4
2002,Total,05-09,Others,40.7
2002,Total,10-14,Others,35.5
2002,Total,15-19,Others,30
2002,Total,20-24,Others,22.8
2002,Total,25-29,Others,17.5
2002,Total,30-34,Others,16.9
2002,Total,35-39,Others,16.2
2002,Total,40-44,Others,14.5
2002,Total,45-49,Others,12.3
2002,Total,50-54,Others,8.5
2002,Total,55-59,Others,5.5
2002,Total,60-64,Others,4.2
2002,Total,65-69,Others,3.1
2002,Total,70-74,Others,2.3
2002,Total,75-79,Others,1.6
2002,Total,80+,Others,1.6
2002,Total,Total,Others,276.6
2002,Male,00-04,Others,22.4
2002,Male,05-09,Others,20.9
2002,Male,10-14,Others,18
2002,Male,15-19,Others,15
2002,Male,20-24,Others,10.9
2002,Male,25-29,Others,7.9
2002,Male,30-34,Others,7.7
2002,Male,35-39,Others,7.6
2002,Male,40-44,Others,7.5
2002,Male,45-49,Others,7
2002,Male,50-54,Others,4.7
2002,Male,55-59,Others,2.9
2002,Male,60-64,Others,2.3
2002,Male,65-69,Others,1.7
2002,Male,70-74,Others,1.2
2002,Male,75-79,Others,0.8
2002,Male,80+,Others,0.9
2002,Male,Total,Others,139.4
2002,Female,00-04,Others,21
2002,Female,05-09,Others,19.8
2002,Female,10-14,Others,17.5
2002,Female,15-19,Others,15
2002,Female,20-24,Others,11.9
2002,Female,25-29,Others,9.6
2002,Female,30-34,Others,9.2
2002,Female,35-39,Others,8.6
2002,Female,40-44,Others,7
2002,Female,45-49,Others,5.3
2002,Female,50-54,Others,3.8
2002,Female,55-59,Others,2.6
2002,Female,60-64,Others,1.9
2002,Female,65-69,Others,1.4
2002,Female,70-74,Others,1.1
2002,Female,75-79,Others,0.7
2002,Female,80+,Others,0.8
2002,Female,Total,Others,137.2
2003,Total,00-04,Others,41.9
2003,Total,05-09,Others,40.5
2003,Total,10-14,Others,36
2003,Total,15-19,Others,30.7
2003,Total,20-24,Others,23.8
2003,Total,25-29,Others,17.6
2003,Total,30-34,Others,16.1
2003,Total,35-39,Others,16
2003,Total,40-44,Others,14.3
2003,Total,45-49,Others,12.4
2003,Total,50-54,Others,9
2003,Total,55-59,Others,5.7
2003,Total,60-64,Others,4.3
2003,Total,65-69,Others,3.2
2003,Total,70-74,Others,2.3
2003,Total,75-79,Others,1.6
2003,Total,80+,Others,1.6
2003,Total,Total,Others,277
2003,Male,00-04,Others,21.7
2003,Male,05-09,Others,20.9
2003,Male,10-14,Others,18.3
2003,Male,15-19,Others,15.4
2003,Male,20-24,Others,11.6
2003,Male,25-29,Others,8.1
2003,Male,30-34,Others,7.3
2003,Male,35-39,Others,7.5
2003,Male,40-44,Others,7.2
2003,Male,45-49,Others,7
2003,Male,50-54,Others,5.1
2003,Male,55-59,Others,3
2003,Male,60-64,Others,2.3
2003,Male,65-69,Others,1.8
2003,Male,70-74,Others,1.2
2003,Male,75-79,Others,0.8
2003,Male,80+,Others,0.9
2003,Male,Total,Others,139.9
2003,Female,00-04,Others,20.2
2003,Female,05-09,Others,19.6
2003,Female,10-14,Others,17.7
2003,Female,15-19,Others,15.3
2003,Female,20-24,Others,12.2
2003,Female,25-29,Others,9.5
2003,Female,30-34,Others,8.8
2003,Female,35-39,Others,8.5
2003,Female,40-44,Others,7.1
2003,Female,45-49,Others,5.4
2003,Female,50-54,Others,4
2003,Female,55-59,Others,2.7
2003,Female,60-64,Others,2
2003,Female,65-69,Others,1.4
2003,Female,70-74,Others,1.1
2003,Female,75-79,Others,0.8
2003,Female,80+,Others,0.8
2003,Female,Total,Others,137.1
2004,Total,00-04,Others,40.8
2004,Total,05-09,Others,40.2
2004,Total,10-14,Others,36.2
2004,Total,15-19,Others,31.3
2004,Total,20-24,Others,24.9
2004,Total,25-29,Others,17.8
2004,Total,30-34,Others,15.6
2004,Total,35-39,Others,15.7
2004,Total,40-44,Others,14.1
2004,Total,45-49,Others,12.4
2004,Total,50-54,Others,9.4
2004,Total,55-59,Others,5.9
2004,Total,60-64,Others,4.3
2004,Total,65-69,Others,3.2
2004,Total,70-74,Others,2.3
2004,Total,75-79,Others,1.7
2004,Total,80+,Others,1.7
2004,Total,Total,Others,277.4
2004,Male,00-04,Others,21.1
2004,Male,05-09,Others,20.8
2004,Male,10-14,Others,18.4
2004,Male,15-19,Others,15.8
2004,Male,20-24,Others,12.3
2004,Male,25-29,Others,8.2
2004,Male,30-34,Others,7
2004,Male,35-39,Others,7.3
2004,Male,40-44,Others,7
2004,Male,45-49,Others,6.9
2004,Male,50-54,Others,5.4
2004,Male,55-59,Others,3.1
2004,Male,60-64,Others,2.3
2004,Male,65-69,Others,1.8
2004,Male,70-74,Others,1.2
2004,Male,75-79,Others,0.9
2004,Male,80+,Others,0.9
2004,Male,Total,Others,140.3
2004,Female,00-04,Others,19.7
2004,Female,05-09,Others,19.4
2004,Female,10-14,Others,17.7
2004,Female,15-19,Others,15.6
2004,Female,20-24,Others,12.6
2004,Female,25-29,Others,9.5
2004,Female,30-34,Others,8.5
2004,Female,35-39,Others,8.4
2004,Female,40-44,Others,7.1
2004,Female,45-49,Others,5.5
2004,Female,50-54,Others,4.1
2004,Female,55-59,Others,2.8
2004,Female,60-64,Others,2
2004,Female,65-69,Others,1.5
2004,Female,70-74,Others,1
2004,Female,75-79,Others,0.8
2004,Female,80+,Others,0.8
2004,Female,Total,Others,137.1
2005,Total,00-04,Others,39.6
2005,Total,05-09,Others,39.8
2005,Total,10-14,Others,36.1
2005,Total,15-19,Others,31.9
2005,Total,20-24,Others,26.1
2005,Total,25-29,Others,18.2
2005,Total,30-34,Others,15.1
2005,Total,35-39,Others,15.2
2005,Total,40-44,Others,13.9
2005,Total,45-49,Others,12.4
2005,Total,50-54,Others,9.7
2005,Total,55-59,Others,6.2
2005,Total,60-64,Others,4.3
2005,Total,65-69,Others,3.2
2005,Total,70-74,Others,2.2
2005,Total,75-79,Others,1.7
2005,Total,80+,Others,1.7
2005,Total,Total,Others,277.4
2005,Male,00-04,Others,20.5
2005,Male,05-09,Others,20.6
2005,Male,10-14,Others,18.5
2005,Male,15-19,Others,16.1
2005,Male,20-24,Others,13
2005,Male,25-29,Others,8.5
2005,Male,30-34,Others,6.9
2005,Male,35-39,Others,7.1
2005,Male,40-44,Others,6.8
2005,Male,45-49,Others,6.8
2005,Male,50-54,Others,5.5
2005,Male,55-59,Others,3.3
2005,Male,60-64,Others,2.3
2005,Male,65-69,Others,1.8
2005,Male,70-74,Others,1.2
2005,Male,75-79,Others,0.9
2005,Male,80+,Others,0.9
2005,Male,Total,Others,140.6
2005,Female,00-04,Others,19.1
2005,Female,05-09,Others,19.2
2005,Female,10-14,Others,17.6
2005,Female,15-19,Others,15.8
